,职位名,链接,公司,工作地点,薪资,经验,学历,工作地点(城市),薪资(统一月薪元)
2083,数据分析专员,http://jobs.51job.com/guangzhou/86101953.html?s=01&t=0,广州市网威信息技术有限公司,广州,4.5-7千/月,1年经验,本科,广州,5750.0
2084,业务数据分析员,http://jobs.51job.com/shanghai-pdxq/80606064.html?s=01&t=0,上海锐赢信息技术有限公司,上海-浦东新区,4.5-6千/月,2年经验,大专,上海,5250.0
2085,市场数据分析（3500-4500）双休,http://jobs.51job.com/chongqing/89973079.html?s=01&t=0,重庆康人网络科技有限公司,重庆,3-4.5千/月,,高中,重庆,3750.0
2086,数据分析师,http://jobs.51job.com/guangzhou-yxq/88171129.html?s=01&t=0,广州弘度信息科技有限公司,广州-越秀区,0.8-2万/月,,本科,广州,14000.0
2087,数据分析师,http://jobs.51job.com/suzhou/84356160.html?s=01&t=0,亚杰科技（江苏）有限公司,苏州,6-8千/月,,,苏州,7000.0
2088,数据分析师,http://jobs.51job.com/shanghai-zbq/92044388.html?s=01&t=0,上海欢尚电子商务有限公司,上海-闸北区,0.7-1.2万/月,3-4年经验,,上海,9500.0
2089,ERP实施顾问/金蝶工程师/k3数据分析师/k3技术顾问,http://jobs.51job.com/shenzhen-ftq/92372827.html?s=01&t=0,深圳市凌雄租赁服务有限公司,深圳-福田区,0.8-1万/月,2年经验,本科,深圳,9000.0
2090,数据分析师（互联网金融）,http://jobs.51job.com/guangzhou-thq/91531436.html?s=01&t=0,广州和晟实业投资有限公司,广州-天河区,0.5-1.2万/月,,中专,广州,8500.0
2091,数据分析师,http://jobs.51job.com/guangzhou-yxq/92282741.html?s=01&t=0,北京瑞达恒建筑咨询有限公司广州分公司（RCC Group）,广州-越秀区,6-8千/月,2年经验,本科,广州,7000.0
2092,数据分析师（智能仪表及运营服务部）,http://jobs.51job.com/shanghai/90518474.html?s=01&t=0,上海飞奥燃气设备有限公司,上海,6-8千/月,1年经验,本科,上海,7000.0
2093,数据分析及市场洞察专业经理,http://crv.51job.com/sc/show_job_detail.php?jobid=90537596,华润万家有限公司-华东业务单元,杭州,0.6-1万/月,,,杭州,8000.0
2094,商品数据分析专员,http://jobs.51job.com/beijing-dxq/78983676.html?s=01&t=0,北京世纪唯尚服装有限责任公司,北京-大兴区,0.8-1万/月,,,北京,9000.0
2095,高级数据分析员,http://jobs.51job.com/shenzhen-ftq/86816670.html?s=01&t=0,中证信用增进股份有限公司,深圳-福田区,30-60万/年,,硕士,深圳,37500.0
2096,数据分析工程师,http://jobs.51job.com/shenzhen/53582837.html?s=01&t=0,深圳市冠泰瑞恒科技有限公司,深圳,5-7千/月,,大专,深圳,6000.0
2097,招聘连锁店商品管理、数据分析员,http://jobs.51job.com/hefei-yhq/88204353.html?s=01&t=0,合肥新站区礼享百货商店,合肥-瑶海区,3.5-5.5千/月,1年经验,中技,合肥,4500.0
2098,资深数据分析师（工作地点广州荔湾）,http://jobs.51job.com/guangzhou-lwq/91071509.html?s=01&t=0,唯品会（中国）有限公司,异地招聘,1-2万/月,,,异地招聘,15000.0
2099,数据分析师,http://jobs.51job.com/guangzhou-thq/82803221.html?s=01&t=0,广州苏森网络科技有限公司,广州-天河区,3-4.5千/月,,大专,广州,3750.0
2100,数据分析师,http://jobs.51job.com/urumqi/86924455.html?s=01&t=0,利玛国际控股集团有限公司,乌鲁木齐,4.5-6千/月,3-4年经验,,乌鲁木齐,5250.0
2101,诚邀VR/AR大数据分析师助理（实习生/应届生）,http://jobs.51job.com/zhengzhou/90664901.html?s=01&t=0,河南索爱电子科技有限公司,郑州,6-8千/月,无工作经验,大专,郑州,7000.0
2102,数据分析师,http://jobs.51job.com/guangzhou/82462056.html?s=01&t=0,广州市希蔓服装有限公司,广州,4.5-6千/月,2年经验,,广州,5250.0
2103,数据分析经理,http://jobs.51job.com/beijing/91635417.html?s=01&t=0,眉州东坡（北京）实业有限公司,北京,0.8-1万/月,,本科,北京,9000.0
2104,数据分析,http://jobs.51job.com/shanghai-hpq/91654821.html?s=01&t=0,中银消费金融有限公司,上海-黄浦区,6-8千/月,,本科,上海,7000.0
2105,数据分析员,http://jobs.51job.com/guangzhou-pyq/87223771.html?s=01&t=0,广州市凡轩鸣一服装有限公司,广州-番禺区,3-4.5千/月,2年经验,大专,广州,3750.0
2106,数据分析师,http://jobs.51job.com/shenzhen-lhq/87143713.html?s=01&t=0,深圳市三板斧商业管理有限公司,深圳-罗湖区,4.5-6千/月,5-7年经验,大专,深圳,5250.0
2107,会员数据分析部长(005770),http://jobs.51job.com/xuzhou/89458645.html?s=01&t=0,徐州苏宁云商销售有限公司,徐州,3-4千/月,2年经验,大专,徐州,3500.0
2108,数据分析师（实习生）,http://jobs.51job.com/guangzhou-yxq/87034097.html?s=01&t=0,广州图灵科技有限公司,广州-越秀区,3-4.5千/月,无工作经验,本科,广州,3750.0
2109,数据分析师——管理咨询,http://jobs.51job.com/chengdu/86626392.html?s=01&t=0,电子科大科园教育中心,成都,3-4.5千/月,,本科,成都,3750.0
2110,货控助理（数据分析）,http://jobs.51job.com/nanjing/87118624.html?s=01&t=0,江苏华瑞国际实业集团有限公司,南京,3-5千/月,无工作经验,本科,南京,4000.0
2111,数据分析专员,http://jobs.51job.com/hefei-zwq/88455004.html?s=01&t=0,合肥森众网络科技有限公司,合肥-政务区,4-6千/月,1年经验,本科,合肥,5000.0
2112,数据分析专员,http://jobs.51job.com/shanghai-ptq/87360190.html?s=01&t=0,上海爱尚鲜花股份有限公司,上海-普陀区,6-8千/月,,大专,上海,7000.0
2113,BI/数据分析专家,http://jobs.51job.com/shanghai-pdxq/83762615.html?s=01&t=0,上海灿谷投资管理咨询服务有限公司,上海-浦东新区,15-30万/年,3-4年经验,本科,上海,18750.0
2114,数据分析工程师,http://jobs.51job.com/xian-gxjs/86782346.html?s=01&t=0,上海百视通电视传媒有限公司陕西省分公司,西安-高新技术...,0.8-1万/月,,,西安,9000.0
2115,运营数据分析-韩语,http://jobs.51job.com/shanghai-mhq/77961306.html?s=01&t=0,CJ CGV国际影城中国总部,上海-闵行区,1-1.5万/月,5-7年经验,本科,上海,12500.0
2116,商品专员/数据分析,http://jobs.51job.com/shanghai-xhq/90313527.html?s=01&t=0,上海乐星达酒业有限公司,上海-徐汇区,7-9千/月,2年经验,本科,上海,8000.0
2117,数据分析师（电商）,http://jobs.51job.com/guangzhou-thq/91574842.html?s=01&t=0,广东金仕网络科技有限公司,广州-天河区,4-6千/月,,,广州,5000.0
2118,数据分析专员（绩效考核方向）,http://jobs.51job.com/beijing/91790153.html?s=01&t=0,大地文化传播集团,北京,6-8千/月,,本科,北京,7000.0
2119,数据分析师,http://jobs.51job.com/guangzhou/87780941.html?s=01&t=0,广州市佩升前研市场信息咨询股份有限公司,广州,4.5-6千/月,,本科,广州,5250.0
2120,数据分析管理（售后市场）,http://jobs.51job.com/beijing-cyq/90198222.html?s=01&t=0,奥林巴斯（北京）销售服务有限公司,北京-朝阳区,6-8千/月,1年经验,本科,北京,7000.0
2121,数据分析员,http://jobs.51job.com/shanghai/86445087.html?s=01&t=0,上海交通大学上海高级金融学院,上海,,1年经验,本科,上海,
2122,高级数据分析师,http://jobs.51job.com/chengdu-gxq/88541700.html?s=01&t=0,北京知道创宇信息技术有限公司,成都-高新区,1.2-2万/月,,,成都,16000.0
2123,数据分析师,http://jobs.51job.com/beijing-cyq/85559463.html?s=01&t=0,泰康之家（北京）投资有限公司,北京-朝阳区,1-1.5万/月,,本科,北京,12500.0
2124,大数据分析培训讲师,http://jobs.51job.com/dongguan/88677625.html?s=01&t=0,东莞市天助网络信息技术有限公司,东莞,0.2-1万/月,,,东莞,6000.0
2125,电商数据分析员（上海）,http://jobs.51job.com/shanghai/87658043.html?s=01&t=0,傲胜（中国）商业有限公司,上海,7-8千/月,2年经验,本科,上海,7500.0
2126,电商商品数据分析员/商品助理,http://jobs.51job.com/guangzhou-lwq/91559012.html?s=01&t=0,广州市泽远贸易有限公司,广州-荔湾区,3-4.5千/月,,大专,广州,3750.0
2127,数据分析师,http://jobs.51job.com/hangzhou/77176663.html?s=01&t=0,中信银行股份有限公司杭州分行,杭州,0.8-1万/月,3-4年经验,本科,杭州,9000.0
2128,资深数据分析,http://jobs.51job.com/shanghai-mhq/87906661.html?s=01&t=0,上海葡萄纬度科技有限公司,上海-闵行区,1-1.5万/月,,,上海,12500.0
2129,数据分析专员（应届毕业生、实习生）,http://jobs.51job.com/guangzhou/90524066.html?s=01&t=0,广州市岜蜚特贸易有限公司,广州,3-4.5千/月,无工作经验,,广州,3750.0
2130,大数据分析师,http://jobs.51job.com/guangzhou-thq/75371013.html?s=01&t=0,蓝盾信息安全技术股份有限公司,广州-天河区,0.9-1.4万/月,5-7年经验,本科,广州,11500.0
2131,数据分析类2018应届生,http://jobs.51job.com/shanghai-pdxq/90837809.html?s=01&t=0,上海通华投资控股有限公司,上海-浦东新区,0.8-1万/月,无工作经验,本科,上海,9000.0
2132,数据分析专员,http://jobs.51job.com/shanghai-cnq/90606666.html?s=01&t=0,上海灿星文化传媒股份有限公司,上海-长宁区,6-8千/月,,本科,上海,7000.0
2133,数据分析岗,http://jobs.51job.com/shanghai-pdxq/90222626.html?s=01&t=0,上海通华资产管理有限公司,上海-浦东新区,15-25万/年,3-4年经验,本科,上海,16667.0
2134,数据分析师,http://jobs.51job.com/shanghai-pdxq/88926966.html?s=01&t=0,上海通华商业保理有限公司,上海-浦东新区,0.8-1万/月,2年经验,,上海,9000.0
2135,数据分析员（品控）,http://jobs.51job.com/suzhou/91973073.html?s=01&t=0,苏州博济堂科技创业孵化管理有限公司,苏州,3.5-5千/月,,本科,苏州,4250.0
2136,（接受转行）大数据分析实习生/大数据分析助理/学徒,http://jobs.51job.com/nanjing-glq/88529319.html?s=01&t=0,麦子学院,南京-鼓楼区,4.5-6千/月,无工作经验,大专,南京,5250.0
2137,临床数据分析员,http://jobs.51job.com/suzhou-gyyq/79008652.html?s=01&t=0,苏州医号线医药科技有限公司,苏州-工业园区,0.8-1万/月,,大专,苏州,9000.0
2138,商品数据分析员（北京金象大药房）,http://sinopharmholding.51job.com/sc/show_job_detail.php?jobid=86518166,国药控股国大药房有限公司,北京,4-6千/月,,,北京,5000.0
2139,数据分析专员,http://jobs.51job.com/qingdao-sbq/88692288.html?s=01&t=0,山东嘉瑞工业发展有限公司,青岛-市北区,6-8千/月,2年经验,本科,青岛,7000.0
2140,数据分析专员-深圳-00747,http://jobs.51job.com/shenzhen/91860893.html?s=01&t=0,深圳市泉眼网络科技有限公司,深圳,0.7-1万/月,3-4年经验,本科,深圳,8500.0
2141,数据分析专员-合肥-00418,http://jobs.51job.com/hefei/91571572.html?s=01&t=0,合肥泉眼体育运营管理有限公司,合肥,5-6千/月,2年经验,大专,合肥,5500.0
2142,SAS数据分析顾问 (銀行項目),http://jobs.51job.com/shenzhen-ftq/77459546.html?s=01&t=0,深圳华策辉弘科技有限公司,深圳-福田区,1.5-2万/月,3-4年经验,本科,深圳,17500.0
2143,数据分析工程师,http://jobs.51job.com/shanghai/90771319.html?s=01&t=0,华院数据技术（上海）有限公司,上海,1-1.5万/月,2年经验,本科,上海,12500.0
2144,数据分析员,http://jobs.51job.com/guangzhou-hpq/83143584.html?s=01&t=0,深圳市来乐智能股份有限公司,异地招聘,3.5-6千/月,,大专,异地招聘,4750.0
2145,BI数据分析师,http://jobs.51job.com/beijing-cyq/83456979.html?s=01&t=0,远盟康健科技有限公司,北京-朝阳区,1-1.5万/月,3-4年经验,本科,北京,12500.0
2146,BI数据分析工程师,http://jobs.51job.com/shanghai-hpq/86241528.html?s=01&t=0,上海皇家网络科技有限公司,上海-黄浦区,1-1.5万/月,2年经验,本科,上海,12500.0
2147,业务数据分析/运营专员,http://jobs.51job.com/shanghai/82866433.html?s=01&t=0,爱上租（上海）科技有限公司,上海,5-6.9千/月,,,上海,5950.0
2148,数据分析员,http://jobs.51job.com/shanghai-jaq/69198406.html?s=01&t=0,上海崇雅商贸有限公司,上海-静安区,4.5-6千/月,,,上海,5250.0
2149,数据分析工程师,http://jobs.51job.com/shanghai/80960742.html?s=01&t=0,上海润和信息技术服务有限公司,上海,1-1.5万/月,3-4年经验,大专,上海,12500.0
2150,数据分析报表岗,http://jobs.51job.com/shanghai-xhq/84276190.html?s=01&t=0,平安普惠房产服务有限公司,上海-徐汇区,0.8-1.6万/月,,本科,上海,12000.0
2151,经营数据分析岗,http://jobs.51job.com/shenzhen-ftq/86484273.html?s=01&t=0,深圳前海金融资产交易所有限公司,异地招聘,1-1.5万/月,2年经验,本科,异地招聘,12500.0
2152,数据分析师,http://jobs.51job.com/shanghai-pdxq/90279274.html?s=01&t=0,平安养老保险股份有限公司,上海-浦东新区,10-20万/年,,博士,上海,12500.0
2153,口岸数据分析师,http://jobs.51job.com/beijing-syq/91320536.html?s=01&t=0,中外运-敦豪(DHL-Sinotrans),北京-顺义区,1-1.5万/月,,本科,北京,12500.0
2154,数据分析挖掘工程师,http://jobs.51job.com/beijing-hdq/87395773.html?s=01&t=0,亚信软件CTC,北京-海淀区,0.8-1.5万/月,2年经验,本科,北京,11500.0
2155,运营数据分析师,http://jobs.51job.com/beijing-hdq/92324320.html?s=01&t=0,亚信软件CMC,北京-海淀区,1-1.5万/月,3-4年经验,本科,北京,12500.0
2156,Digital Analytics 电子商务数据分析经理,http://jobs.51job.com/shanghai/77317562.html?s=01&t=0,"飞利浦（中国）投资有限公司 Philips (China) Investment Co.,Ltd.",上海,,,,上海,
2157,CRM数据分析运营专员(第三方)-上海,http://jobs.51job.com/shanghai/77842990.html?s=01&t=0,欧莱雅（中国）有限公司,上海,,,,上海,
2158,数据分析师,http://jobs.51job.com/beijing-cyq/81344286.html?s=01&t=0,elong.com/艺龙旅行网,北京-朝阳区,0.8-1.5万/月,,,北京,11500.0
2159,统计技术与数据分析高级培训讲师,http://jobs.51job.com/shenzhen/89957944.html?s=01&t=0,SGS通标标准技术服务有限公司深圳分公司,深圳,,3-4年经验,本科,深圳,
2160,金融大数据分析师（全职/兼职）,http://jobs.51job.com/dalian-zsq/73604504.html?s=01&t=0,金方（大连）经济咨询有限公司,大连-中山区,10-15万/年,,,大连,10417.0
2161,数据分析专员,http://jobs.51job.com/hangzhou/55643934.html?s=01&t=0,浙江华鼎集团有限责任公司,杭州,4.5-6千/月,,大专,杭州,5250.0
2162,R语言数据分析师,http://jobs.51job.com/beijing-cyq/90802931.html?s=01&t=0,北京经世万方信息技术有限公司,北京-朝阳区,10-15万/年,3-4年经验,本科,北京,10417.0
2163,商品专员/数据分析（华东二区）,http://jobs.51job.com/shanghai/88812258.html?s=01&t=0,上海笕尚实业股份有限公司,上海,5-7千/月,2年经验,大专,上海,6000.0
2164,数据分析师,http://jobs.51job.com/shijiazhuang/92463681.html?s=01&t=0,河北盈德气体有限公司,石家庄,3-4.5千/月,2年经验,,石家庄,3750.0
2165,数据分析,http://jobs.51job.com/chengdu/92460907.html?s=01&t=0,成都啦啦兑网络科技有限公司,成都,6-8千/月,,,成都,7000.0
2166,销售数据分析,http://jobs.51job.com/beijing/92459938.html?s=01&t=0,拉卡拉支付集团（华东区域）,北京,0.8-1万/月,,,北京,9000.0
2167,培优总部-数据分析实习生,http://jobs.51job.com/beijing-hdq/92458663.html?s=01&t=0,好未来教育（原学而思教育),北京-海淀区,150元/天,无工作经验,本科,北京,3262.0
2168,集团数据中心-数据分析师,http://jobs.51job.com/chengdu-whq/92455014.html?s=01&t=0,成都顶呱呱投资集团有限公司,成都-武侯区,6-8千/月,3-4年经验,大专,成都,7000.0
2169,数据分析主管 数据分析专员,http://jobs.51job.com/tianjin/92453386.html?s=01&t=0,天津华明乳业有限公司,天津,4.5-6千/月,1年经验,大专,天津,5250.0
2170,风控数据分析,http://jobs.51job.com/shanghai-xhq/92450025.html?s=01&t=0,上海巨如资产管理集团有限公司,上海-徐汇区,6-8千/月,3-4年经验,本科,上海,7000.0
2171,数据分析师,http://jobs.51job.com/shanghai/92449278.html?s=01&t=0,春秋航空股份有限公司,上海,1-2万/月,,,上海,15000.0
2172,数据分析工程师,http://jobs.51job.com/beijing-hdq/92448961.html?s=01&t=0,中国司法大数据研究院有限公司,北京-海淀区,6-8千/月,无工作经验,硕士,北京,7000.0
2173,数据分析师,http://jobs.51job.com/shenzhen-nsq/92447731.html?s=01&t=0,致联新能源产业（深圳）有限公司,深圳-南山区,6-8千/月,1年经验,本科,深圳,7000.0
2174,销售数据分析,http://jobs.51job.com/qingdao-lsq/92447508.html?s=01&t=0,青岛赢信慧通教育科技有限公司,青岛-崂山区,3-4.5千/月,1年经验,大专,青岛,3750.0
2175,数据分析师（主管/高级）,http://jobs.51job.com/shanghai-pdxq/92444079.html?s=01&t=0,上海证大大拇指财富管理有限公司,上海-浦东新区,1-1.5万/月,3-4年经验,大专,上海,12500.0
2176,薪酬数据分析员,http://jobs.51job.com/shanghai/92443348.html?s=01&t=0,怡安翰威特咨询（上海）有限公司,上海,6-8千/月,,本科,上海,7000.0
2177,数据分析师-北京-08138,http://jobs.51job.com/beijing-cyq/92440781.html?s=01&t=0,优信集团,北京-朝阳区,1-1.5万/月,2年经验,本科,北京,12500.0
2178,数据分析师,http://jobs.51job.com/tianjin-dlq/92440277.html?s=01&t=0,小斑马科技（天津）有限公司,天津-东丽区,4-5千/月,,本科,天津,4500.0
2179,数据分析前端工程师,http://jobs.51job.com/beijing-hdq/92439859.html?s=01&t=0,北京寄云鼎城科技有限公司,异地招聘,1-2万/月,,,异地招聘,15000.0
2180,数据分析主管,http://jobs.51job.com/nanchang/92434416.html?s=01&t=0,北京摩拜科技有限公司,南昌,6-8千/月,3-4年经验,本科,南昌,7000.0
2181,数据分析师,http://jobs.51job.com/shenzhen-nsq/92426913.html?s=01&t=0,深圳市你我金融信息服务股份有限公司,深圳-南山区,1.5-2万/月,,,深圳,17500.0
