职位名,链接,公司,工作地点,薪资,经验,学历
大数据分析（实习生）,http://jobs.51job.com/yancheng/84058108.html?s=01&t=0,南京坦道信息科技有限公司,盐城,2-3千/月,,本科
BI数据分析,http://jobs.51job.com/shanghai-pdxq/87332653.html?s=01&t=0,上海汇纳信息科技股份有限公司,上海-浦东新区,1-1.5万/月,3-4年经验,本科
工银瑞信 数据分析,http://jobs.51job.com/beijing-xcq/91851084.html?s=01&t=0,北京网讯通达软件技术有限公司,北京-西城区,6-8千/月,2年经验,本科
数据分析专员（周末双休）,http://jobs.51job.com/wuhan-jhq/90559669.html?s=01&t=0,武汉链家宏业房地产经纪有限公司,武汉-江汉区,3.5-5.5千/月,1年经验,
数据分析工程师,http://jobs.51job.com/hangzhou-bjq/73364064.html?s=01&t=0,上海泛宇信息技术有限公司,杭州-滨江区,4.5-7千/月,1年经验,大专
DS（数据分析师）,http://jobs.51job.com/chengdu/88618739.html?s=01&t=0,全友家私有限公司,成都,4-8千/月,1年经验,
调研数据分析经理,http://jobs.51job.com/shanghai-jdq/92198052.html?s=01&t=0,上海太太乐食品有限公司,上海-嘉定区,0.8-1.2万/月,3-4年经验,本科
业务分析 销售数据分析 市场分析 高级战略经理,http://jobs.51job.com/shenzhen-nsq/90191080.html?s=01&t=0,深圳来电科技有限公司,深圳-南山区,1.5-2.5万/月,5-7年经验,本科
数据分析工程师,http://jobs.51job.com/hangzhou/73370123.html?s=01&t=0,杭州海络信息技术有限公司,杭州,4-7千/月,1年经验,大专
数据分析师（底薪8000+季度奖金+五险一金）,http://jobs.51job.com/guangzhou/92342095.html?s=01&t=0,广州和晟实业投资有限公司,广州,0.8-1.6万/月,,高中
淘宝数据分析,http://jobs.51job.com/shanghai-zbq/66773358.html?s=01&t=0,上海希和商贸有限公司,上海-闸北区,5-7千/月,1年经验,中专
数据分析师,http://jobs.51job.com/shenzhen/91230983.html?s=01&t=0,深圳排队网络技术有限公司,深圳,0.8-1万/月,1年经验,本科
数据分析专员,http://jobs.51job.com/shenzhen-nsq/77874763.html?s=01&t=0,深圳友宝科斯科技有限公司,深圳-南山区,4.5-6千/月,,
数据分析员,http://jobs.51job.com/shenzhen-ftq/62317802.html?s=01&t=0,深圳市泰利兴集团有限公司,深圳-福田区,4.5-8千/月,,大专
数据分析,http://jobs.51job.com/nanchong/89371920.html?s=01&t=0,北京王府井购物中心管理有限责任公司,南充,3.5-5千/月,,
数据分析员/统计/对账,http://jobs.51job.com/nanjing/91329273.html?s=01&t=0,南京爱朗品牌管理有限公司,南京,3-4.5千/月,,
数据分析专员,http://jobs.51job.com/shanghai/84488553.html?s=01&t=0,欧尚（中国）投资有限公司,上海,4.5-6千/月,,
大数据分析专员,http://jobs.51job.com/xian-gxjs/89527024.html?s=01&t=0,北京华清远见科技发展有限公司西安分公司,西安-高新技术...,4.5-6千/月,,大专
数据分析工程师,http://jobs.51job.com/suzhou/89028706.html?s=01&t=0,苏州阿特斯阳光能源科技有限公司,苏州,5-7千/月,2年经验,本科
数据分析专员,http://jobs.51job.com/guangzhou-thq/84747746.html?s=01&t=0,大金（中国）投资有限公司广州分公司,广州-天河区,4.5-6千/月,1年经验,大专
数据分析师,http://jobs.51job.com/guangzhou-hdq/83480226.html?s=01&t=0,广州速鸽国际贸易有限公司,广州-花都区,4.5-6千/月,1年经验,大专
数据分析专员/市场助理,http://jobs.51job.com/shanghai-mhq/91536468.html?s=01&t=0,上海思致汽车工程技术有限公司,上海-闵行区,4.5-6千/月,2年经验,本科
数据分析员,http://jobs.51job.com/kunshan/92042444.html?s=01&t=0,江苏华时新天网络科技有限公司,异地招聘,3.5-5千/月,1年经验,
数据分析员,http://jobs.51job.com/wuxi/82427144.html?s=01&t=0,无锡金蕉叶服饰有限公司,无锡,2-3千/月,1年经验,大专
项目客服/数据分析/物流专员,http://jobs.51job.com/shanghai/78382845.html?s=01&t=0,上海亮锋物流有限公司,上海,4.5-6千/月,2年经验,
法律数据分析师,http://jobs.51job.com/fuzhou/87690459.html?s=01&t=0,北京法意科技有限公司福州分公司,福州,0.5-1万/月,,本科
数据分析师,http://jobs.51job.com/hefei/89251524.html?s=01&t=0,安徽富驰信息技术有限公司,合肥,0.8-1万/月,,本科
数据分析（代理招聘，base七宝）,http://jobs.51job.com/shanghai-mhq/90781436.html?s=01&t=0,天天果园,上海-闵行区,0.7-1.2万/月,,
数据分析实习生,http://jobs.51job.com/nanjing/92284720.html?s=01&t=0,南京易充电动汽车服务有限公司,南京,1.5-2千/月,无工作经验,
数据分析师,http://jobs.51job.com/xian-gxjs/86203484.html?s=01&t=0,陕西纳吉特数据科技有限公司,西安-高新技术...,4.5-6千/月,,
数据分析师/数据挖掘（研发方向）,http://jobs.51job.com/guangzhou-hzq/79889715.html?s=01&t=0,广州云湾信息技术有限公司,广州-海珠区,1.5-2万/月,,本科
高级游戏数据分析师,http://jobs.51job.com/fuzhou/82751638.html?s=01&t=0,福州云顶网络科技有限公司,异地招聘,0.8-1.5万/月,,
数据分析师,http://jobs.51job.com/chongqing/91219012.html?s=01&t=0,唯爱思（重庆）软件系统有限公司,重庆,3.5-6千/月,2年经验,本科
急聘客服经理助理  数据分析助理,http://jobs.51job.com/shenzhen-lgq/89784789.html?s=01&t=0,深圳市巨拓科技有限公司,深圳-龙岗区,5-8千/月,,
数据分析专员（电子商务）,http://jobs.51job.com/beijing-dxq/92344884.html?s=01&t=0,北京科瑞智达科技有限公司,北京-大兴区,3.5-6千/月,2年经验,中技
游戏数据分析师,http://jobs.51job.com/beijing-cyq/89085194.html?s=01&t=0,完美世界（北京）总部/完美时空,北京-朝阳区,1-2万/月,1年经验,本科
集团客户体验-数据分析专家-CCO决策管理中心,http://jobs.51job.com/hangzhou/92500387.html?s=01&t=0,阿里巴巴集团,杭州,,3-4年经验,本科
首席数据分析师,http://jobs.51job.com/beijing/92483183.html?s=01&t=0,绫致时装（天津）有限公司,北京,2.5-3万/月,,
数据分析工程师,http://jobs.51job.com/shanghai-mhq/91872020.html?s=01&t=0,广州市德智福贸易有限公司,上海-闵行区,4.5-6.5千/月,,大专
数据分析师/实习生（双休+五险一金）,http://jobs.51job.com/changsha-ylq/92510414.html?s=01&t=0,湖南搜云网络科技股份有限公司,长沙-岳麓区,3-4.5千/月,1年经验,
数据分析顾问,http://jobs.51job.com/guangzhou/82673652.html?s=01&t=0,上海汉得信息技术股份有限公司,广州,1-1.5万/月,,
数据分析员（量化金融方向）,http://jobs.51job.com/zhanjiang/92514263.html?s=01&t=0,湛江方浩投资咨询有限公司,湛江,0.5-1.2万/月,,本科
结算专员/数据分析员,http://jobs.51job.com/guangzhou-thq/92511680.html?s=01&t=0,店商互联（广州）科技发展有限公司,广州-天河区,4-6千/月,2年经验,大专
数据分析助理,http://jobs.51job.com/changsha/92511504.html?s=01&t=0,湖南赤玉南红电子商务有限公司,长沙,3.5-8千/月,,
数据分析,http://jobs.51job.com/chengdu-gxq/92510604.html?s=01&t=0,货车帮,成都-高新区,0.8-1万/月,3-4年经验,大专
数据分析师/资深数据分析师（数据挖掘）,http://jobs.51job.com/shenzhen-nsq/92509516.html?s=01&t=0,卷皮网,深圳-南山区,1-2万/月,,
数据分析师(in 腾讯）,http://jobs.51job.com/shenzhen-nsq/92504105.html?s=01&t=0,上海微创软件股份有限公司深圳分公司,深圳-南山区,6-8千/月,,本科
数据分析专员/统计分析员,http://jobs.51job.com/shenzhen-ftq/92502993.html?s=01&t=0,划时零距电子（深圳）有限公司,深圳-福田区,5-9千/月,1年经验,大专
数据分析\数据统计\数据处理,http://jobs.51job.com/shenzhen/92501455.html?s=01&t=0,深圳市小蚱蜢科技有限公司,深圳,5-6千/月,,大专
商品数据分析员,http://jobs.51job.com/guangzhou-pyq/92499175.html?s=01&t=0,广州千千氏工艺品有限公司,广州-番禺区,0.8-1.5万/月,3-4年经验,
底薪6000起诚聘金融数据分析员+五险一金+福利待遇,http://jobs.51job.com/beijing-cyq/92498201.html?s=01&t=0,华壹信融投资管理（北京）有限责任公司,北京-朝阳区,6-8千/月,1年经验,大专
大数据分析工程师,http://jobs.51job.com/suzhou-gxq/92497825.html?s=01&t=0,苏州市伏泰信息科技股份有限公司,苏州-高新区,1-1.5万/月,2年经验,本科
商品专员/数据分析专员,http://jobs.51job.com/guangzhou-byq/92496608.html?s=01&t=0,广州福豪服饰有限公司,广州-白云区,4-5千/月,2年经验,高中
数据分析专员（非销售性质）+双休,http://jobs.51job.com/tianjin-nkq/92492961.html?s=01&t=0,天津链家宝业房地产经纪有限公司,天津-南开区,4.5-6千/月,1年经验,本科
销售区域督导/数据分析/数据统计,http://jobs.51job.com/shanghai-pdxq/92490464.html?s=01&t=0,上海证大投资咨询有限公司,上海-浦东新区,6-8千/月,,大专
销售助理（数据分析）,http://jobs.51job.com/fuzhou/92490081.html?s=01&t=0,亨氏（中国）投资有限公司,福州,4.5-6千/月,,
数据分析师,http://jobs.51job.com/beijing-cyq/92490035.html?s=01&t=0,惠通嘉华集团,北京-朝阳区,1-1.5万/月,2年经验,本科
数据分析专员,http://jobs.51job.com/suzhou/92487651.html?s=01&t=0,吴中区城区御生堂顾秀芳中医诊所,苏州,2-3千/月,,
风控数据分析师（优秀应届毕业生）,http://jobs.51job.com/beijing/92482526.html?s=01&t=0,北京无忧融创信息技术有限公司,北京,5-8千/月,,本科
数据分析实习生,http://jobs.51job.com/shanghai-pdxq/92481515.html?s=01&t=0,快钱支付清算信息有限公司北京分公司,上海-浦东新区,150元/天,,本科
数据分析员,http://jobs.51job.com/zhengzhou/92479881.html?s=01&t=0,郑州优果果业有限公司,郑州,2-4千/月,无工作经验,大专
数据分析,http://jobs.51job.com/guangzhou-thq/92479794.html?s=01&t=0,广州神灯商务服务有限公司,广州-天河区,5-7千/月,1年经验,大专
数据分析师,http://jobs.51job.com/chengdu/92479777.html?s=01&t=0,深圳普惠快信金融服务有限公司,成都,6-7千/月,2年经验,本科
数据分析师,http://jobs.51job.com/nanjing/92475004.html?s=01&t=0,南京二月风信息科技有限公司,南京,3-4.5千/月,2年经验,本科
数据分析师岗(024230),http://jobs.51job.com/beijing/92473866.html?s=01&t=0,京东商城,北京,3-4万/月,,
数据分析员,http://jobs.51job.com/beijing-syq/92471287.html?s=01&t=0,北京广源嘉禾商贸有限公司,北京-顺义区,4.5-6千/月,1年经验,大专
数据分析师,http://jobs.51job.com/shanghai-sjq/92470382.html?s=01&t=0,台州欧兴铜业有限公司上海分公司,上海-松江区,6-8千/月,,大专
数据分析专员,http://jobs.51job.com/suzhou-gyyq/92360156.html?s=01&t=0,同程网络科技股份有限公司,苏州-工业园区,4-6千/月,,
泸州老窖特曲-数据分析专员,http://jobs.51job.com/luzhou/92341377.html?s=01&t=0,泸州老窖特曲酒类销售股份有限公司,泸州,4.5-6千/月,1年经验,本科
Facebook Twitter 社交媒体 站内推广 数据分析,http://jobs.51job.com/shanghai-pdxq/92339250.html?s=01&t=0,上海猎尚电子商务有限公司,上海-浦东新区,6-8千/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/changsha-txq/92327412.html?s=01&t=0,湖南宽窄信息科技有限公司,长沙-天心区,0.6-1.2万/月,3-4年经验,大专
数据分析师（工作地点：上海）,http://jobs.51job.com/shanghai-pdxq/92288858.html?s=01&t=0,有用分期,异地招聘,1-1.5万/月,2年经验,大专
数据分析实习生,http://jobs.51job.com/shanghai-hpq/92225155.html?s=01&t=0,上海观山科技信息咨询有限公司,上海-黄浦区,135元/天,无工作经验,本科
数据分析师,http://jobs.51job.com/beijing-xcq/92221483.html?s=01&t=0,北京云房数据技术有限责任公司,北京-西城区,1-1.5万/月,,
金融数据分析师（懂SQL数据+数据审计）,http://jobs.51job.com/shenzhen-ftq/91852054.html?s=01&t=0,深圳巨灵信息技术有限公司,深圳-福田区,4-8千/月,1年经验,本科
ERP软件开发/数据分析工程师,http://jobs.51job.com/shenzhen-lgq/91811110.html?s=01&t=0,中星中大印刷（深圳）有限公司,深圳-龙岗区,0.7-1.1万/月,3-4年经验,
客服数据分析员,http://jobs.51job.com/shanghai-jaq/91684911.html?s=01&t=0,塔思琦（上海）商业有限公司,上海-静安区,4.5-6千/月,3-4年经验,大专
数据分析经理,http://jobs.51job.com/shanghai/91654672.html?s=01&t=0,上海驰尊电子商务有限公司,上海,1-1.5万/月,5-7年经验,
数据分析师,http://jobs.51job.com/shanghai-ptq/91584164.html?s=01&t=0,上海快友广告有限公司,上海-普陀区,1-1.5万/月,2年经验,本科
数据分析交易员（底薪6k-1.5k+双休+岗位分红）,http://jobs.51job.com/shenzhen-ftq/91497791.html?s=01&t=0,中汇富投资（深圳）有限公司,深圳-福田区,6-8千/月,无工作经验,大专
金融数据分析师-北京-08138,http://jobs.51job.com/beijing-cyq/91399999.html?s=01&t=0,优信集团,北京-朝阳区,0.8-1.5万/月,2年经验,本科
大数据分析师,http://jobs.51job.com/shanghai-pdxq/91269454.html?s=01&t=0,尚励信息技术（上海）有限公司,上海-浦东新区,6-8千/月,,
资深数据分析师,http://jobs.51job.com/shanghai-ptq/91244352.html?s=01&t=0,拉扎斯网络科技（上海）有限公司,上海-普陀区,1.6-2.6万/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/shanghai-mhq/91138098.html?s=01&t=0,上海唯都市场营销策划股份有限公司,上海-闵行区,0.7-1万/月,,本科
OBP/运营专员/数据分析,http://jobs.51job.com/nanjing-glq/90636535.html?s=01&t=0,爱上租网络科技南京有限公司,南京-鼓楼区,4-5千/月,1年经验,大专
数据分析师,http://jobs.51job.com/wuxi/91579443.html?s=01&t=0,上海志行合力网络技术有限公司,无锡,4.5-6千/月,,本科
数据分析,http://jobs.51job.com/beijing-cyq/90926732.html?s=01&t=0,北京海象世纪信息服务有限公司,北京-朝阳区,0.8-1.2万/月,,
诚聘数据分析师助理,http://jobs.51job.com/shenyang/82233076.html?s=01&t=0,沈阳万嘉富盛科技有限公司,沈阳,4.5-6千/月,,
商品数据分析员,http://jobs.51job.com/shanghai-sjq/91508073.html?s=01&t=0,上海赏心服饰有限公司,上海-松江区,4.5-6千/月,,大专
数据分析,http://jobs.51job.com/beijing-cyq/72016745.html?s=01&t=0,北京米茜尔制衣有限公司,北京-朝阳区,4.5-6千/月,3-4年经验,大专
数据分析经理,http://jobs.51job.com/shanghai-ypq/85981170.html?s=01&t=0,飞鹤乳业集团上海电商事业部,上海-杨浦区,0.8-1.2万/月,2年经验,本科
资深数据分析师,http://jobs.51job.com/hangzhou/90720436.html?s=01&t=0,杭州铭师堂教育科技发展有限公司,杭州,2.5-3万/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/hefei/88807531.html?s=01&t=0,安徽好车到家信息科技有限公司,合肥,6-8千/月,3-4年经验,本科
数据分析助理,http://jobs.51job.com/shanghai/88733458.html?s=01&t=0,上海创创文化传播股份有限公司,上海,4.5-6千/月,1年经验,本科
商品货控专员/数据分析,http://jobs.51job.com/shanghai-hkq/78662582.html?s=01&t=0,睿颐国际贸易（上海）有限公司,上海-虹口区,0.8-1万/月,3-4年经验,大专
房地产数据分析助理,http://jobs.51job.com/guangzhou-thq/72288440.html?s=01&t=0,广东世纪人土地与房地产评估咨询有限公司,广州-天河区,3-4.5千/月,,
数据分析系统架构师,http://jobs.51job.com/nanjing-yhtq/91667708.html?s=01&t=0,北京易诚高科科技发展有限公司,南京-雨花台区,1.5-2.5万/月,2年经验,大专
客服专员（偏数据分析）,http://jobs.51job.com/shenzhen/81630087.html?s=01&t=0,深圳市盛凯元科技有限公司,深圳,3-4.5千/月,,高中
商品数据分析员,http://jobs.51job.com/guangzhou-thq/78703666.html?s=01&t=0,广州市缔造亿百儿童用品有限公司,广州-天河区,4.5-6千/月,2年经验,大专
商品数据分析副经理,http://jobs.51job.com/changshu/90054985.html?s=01&t=0,波司登羽绒服装有限公司,常熟,1.5-2万/月,,大专
商品专员/数据分析专员/市场数据分析（电商）,http://jobs.51job.com/guangzhou-thq/92036432.html?s=01&t=0,广州睿钠意贸易有限公司,广州-天河区,4-6千/月,,大专
数据分析师,http://jobs.51job.com/haikou/91218746.html?s=01&t=0,北京华文天元信息咨询有限公司海口分公司,海口,4-5千/月,2年经验,本科
数据分析师（行业业务）,http://jobs.51job.com/beijing-xcq/90866767.html?s=01&t=0,北京数起科技有限公司,北京-西城区,1.5-2万/月,,
数据分析员,http://jobs.51job.com/shanghai-pdxq/92430967.html?s=01&t=0,路捷投资发展（上海）有限公司,上海-浦东新区,6-8千/月,,
数据分析员,http://jobs.51job.com/guangzhou-yxq/37271954.html?s=01&t=0,广东赛立信数据资讯股份有限公司,广州-越秀区,3-4.5千/月,1年经验,大专
大数据分析师,http://jobs.51job.com/shenzhen-nsq/91072026.html?s=01&t=0,深圳市煜强盛世贸易有限公司,深圳-南山区,0.8-1万/月,1年经验,
用户运营数据分析经理,http://jobs.51job.com/shanghai-hpq/91939646.html?s=01&t=0,上海新锦田餐饮有限公司,上海-黄浦区,2.5-3万/月,,
数据分析员,http://jobs.51job.com/wuhan/83753834.html?s=01&t=0,武汉亚洲心脏病医院,武汉,5-6千/月,,硕士
数据分析工程师(002359),http://jobs.51job.com/shenzhen-ytq/89583752.html?s=01&t=0,华大基因,深圳-盐田区,4-8千/月,,大专
数据分析师（互联网金融）,http://jobs.51job.com/guangzhou-thq/91994827.html?s=01&t=0,广州和晟实业投资有限公司,广州-天河区,6-8千/月,,
数据分析师（研发中心）,http://jobs.51job.com/xiamen/91644058.html?s=01&t=0,厦门卫星定位应用股份有限公司,厦门,0.6-1万/月,2年经验,本科
数据分析专员,http://jobs.51job.com/shanghai/81472472.html?s=01&t=0,上海婵之云服饰有限公司,上海,4-6千/月,1年经验,大专
数据分析与量化岗-XWJF,http://jobs.51job.com/shenzhen-nsq/92175190.html?s=01&t=0,深圳瀚德金融控股有限公司,深圳-南山区,1.5-2万/月,1年经验,本科
数据分析助理,http://jobs.51job.com/shanghai/91906616.html?s=01&t=0,85度c,上海,4.5-6千/月,无工作经验,大专
数据分析/数据挖掘工程师,http://jobs.51job.com/shanghai-xhq/72468866.html?s=01&t=0,上海趣致网络科技有限公司,上海-徐汇区,0.8-1.5万/月,,大专
